queue,user,id,name,started_time,finished_time,cpu_average,cpu_seconds,memory_seconds,time_elapsed,finalStatus
root.hjpt,hjpt,application_1527220447442_676866,roam:itf_4gdpi_mbl_sichuan_20180604_14-roam,2018-06-04 23:58:23,1970-01-01 08:00:00,1447,201088,413307371,384967,RUNNING
root.dpiq,dpiq,application_1527220447442_673789,Compact-2018060420@dpiq_db.dpi_871,2018-06-05 00:03:28,1970-01-01 08:00:00,1877,244244,502768393,380212,RUNNING
root.hjpt,hjpt,application_1527220447442_675799,roam:itf_4gdpi_mbl_sichuan_20180604_10-combine,2018-06-04 23:59:51,1970-01-01 08:00:00,1084,169580,348802138,597885,RUNNING
root.hjpt,hjpt,application_1527220447442_679054,batch_billing_check,2018-06-05 00:12:39,1970-01-01 08:00:00,1113,76065,157114889,430769,RUNNING
root.dpiq,dpiq,application_1527220447442_673789,Compact-2018060420@dpiq_db.dpi_871,2018-06-05 00:03:28,1970-01-01 08:00:00,1001,876018,1929304488,981085,RUNNING
root.hjpt,hjpt,application_1527220447442_674018,clean:sichuan_itf_4gdpi_mbl_20180604_21 DPI,2018-06-05 00:14:50,1970-01-01 08:00:00,1576,166581,513748971,599850,RUNNING
root.hjpt,hjpt,application_1527220447442_678229,roam:itf_4gdpi_mbl_guangdong_20180604_16-roam,2018-06-05 00:14:56,1970-01-01 08:00:00,1029,178350,366361933,593925,RUNNING
root.hjpt,hjpt,application_1527220447442_674018,clean:sichuan_itf_4gdpi_mbl_20180604_21 DPI,2018-06-05 00:14:50,1970-01-01 08:00:00,1494,620282,1907238448,900235,RUNNING
root.hjpt,hjpt,application_1527220447442_678386,clean:sichuan_itf_4gdpi_mbl_20180604_17 Warn DPI,2018-06-05 00:20:47,1970-01-01 08:00:00,1129,264396,813904980,543507,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_678255,DPI_SER_2_811,2018-06-04 23:56:09,1970-01-01 08:00:00,1010,364995,830317408,2020896,RUNNING
root.dpiq,dpiq,application_1527220447442_679853,TS-IndexLoader-20180604010@dpiq_db.dpi_aggregation_431,2018-06-05 00:30:05,1970-01-01 08:00:00,1297,84464,259894918,285902,RUNNING
root.dpiq,dpiq,application_1527220447442_680033,TS-IndexLoader-20180604012@dpiq_db.dpi_aggregation_898,2018-06-05 00:33:51,1970-01-01 08:00:00,1625,15144,48756543,360437,RUNNING
root.dpiq,dpiq,application_1527220447442_680266,TS-IndexLoader-20180604008@dpiq_db.dpi_aggregation_10,2018-06-05 00:36:47,1970-01-01 08:00:00,1563,111156,341409174,484606,RUNNING
root.hjpt,hjpt,application_1527220447442_678887,roam:itf_4gdpi_mbl_sichuan_20180604_15-roam,2018-06-05 00:35:56,1970-01-01 08:00:00,1306,279550,573915162,535148,RUNNING
root.dpiq,dpiq,application_1527220447442_680805,TS-IndexLoader-2018060423@dpiq_db.dpi_991,2018-06-05 00:42:27,1970-01-01 08:00:00,1323,103032,318435776,444763,RUNNING
root.hjdq,hjdq,application_1527220447442_680992,CHECK_TASK_bil01_BIL_DB.ITG_ACCT_ITEM_DAY_D_task_742249cc-6815-11e8-a281-18c58a10ad18_34_20180511_0,2018-06-05 00:43:14,1970-01-01 08:00:00,1001,1211,2737789,398643,RUNNING
root.dpiq,dpiq,application_1527220447442_673380,Compact-2018060418@dpiq_db.dpi_731,2018-06-05 00:51:40,1970-01-01 08:00:00,1824,206851,425918454,493721,RUNNING
root.dpiq,dpiq,application_1527220447442_673380,Compact-2018060418@dpiq_db.dpi_731,2018-06-05 00:51:40,1970-01-01 08:00:00,1629,751895,1542826143,794411,RUNNING
root.hjpt,hjpt,application_1527220447442_681176,roam:itf_4gdpi_mbl_guangdong_20180525_21-roam,2018-06-05 01:05:58,1970-01-01 08:00:00,1307,59447,123084745,237783,RUNNING
root.hjpt,hjpt,application_1527220447442_676185,clean:guangdong_itf_4gdpi_mbl_20180604_22 DPI,2018-06-05 00:50:35,1970-01-01 08:00:00,1269,259225,797499853,1161076,RUNNING
root.hjpt,hjpt,application_1527220447442_680300,select * from itg_oidd_p...mdn='13311512902'(Stage-1),2018-06-05 00:59:33,1970-01-01 08:00:00,1144,253893,523585485,622896,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_681225,'MID_MBL_DPI_USER_URL_SUM_M_201805',2018-06-05 00:51:37,1970-01-01 08:00:00,1995,345378,709615802,1399279,RUNNING
root.hjpt,hjpt,application_1527220447442_676185,clean:guangdong_itf_4gdpi_mbl_20180604_22 DPI,2018-06-05 00:50:35,1970-01-01 08:00:00,1094,610012,1874807579,1461801,RUNNING
root.dpiq,dpiq,application_1527220447442_673380,Compact-2018060418@dpiq_db.dpi_731,2018-06-05 00:51:40,1970-01-01 08:00:00,1001,1131025,2549242734,1397016,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_681225,'MID_MBL_DPI_USER_URL_SUM_M_201805',2018-06-05 00:51:37,1970-01-01 08:00:00,3932,1281635,2630427029,1699837,RUNNING
