root.hjpt,hjpt,application_1527220447442_697356,get_count_to_kafka,2018-06-05 07:36:55,1970-01-01 08:00:00,7326,2112682,4338850858,584124,RUNNING
root.hjpt,hjpt,application_1527220447442_686310,netmanager_lte_boa,2018-06-05 03:03:00,1970-01-01 08:00:00,6508,1172421,2413426614,1358611,RUNNING
root.hxxt_yx,hxxt_yx,application_1527220447442_705196,create table yuanyuqi2 as select prov...'80'(Stage-1),2018-06-05 10:22:07,1970-01-01 08:00:00,4592,2395554,4932066244,1186832,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_685437,'MID_MBL_DPI_USER_URL_SUM_M_201805',2018-06-05 02:40:01,1970-01-01 08:00:00,3984,895060,1840377053,634096,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_681225,'MID_MBL_DPI_USER_URL_SUM_M_201805',2018-06-05 00:51:37,1970-01-01 08:00:00,3932,1281635,2630427029,1699837,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_687123,'MID_MBL_DPI_USER_URL_SUM_M_201805',2018-06-05 03:26:45,1970-01-01 08:00:00,3781,1773087,3649947770,1435372,RUNNING
root.dpiq,dpiq,application_1527220447442_712578,Compact-2018060510@dpiq_db.dpi_29,2018-06-05 15:18:35,1970-01-01 08:00:00,3578,98640,205898399,226071,RUNNING
root.dpiq,dpiq,application_1527220447442_689462,stat-20180604001@dpiq_db.dpi_471,2018-06-05 05:26:50,1970-01-01 08:00:00,3396,232166,479312358,238267,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_690741,DPI_SER_1_850,2018-06-05 05:04:00,1970-01-01 08:00:00,3394,429393,884680460,406634,RUNNING
root.dpiq,dpiq,application_1527220447442_711193,Compact-2018060510@dpiq_db.dpi_531,2018-06-05 14:15:36,1970-01-01 08:00:00,3048,697139,1431954169,399685,RUNNING
root.dpiq,dpiq,application_1527220447442_689477,stat-20180604001@dpiq_db.dpi_731,2018-06-05 06:23:49,1970-01-01 08:00:00,2906,526155,1081580000,464242,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_702865,DPI_SER_2_851,2018-06-05 09:26:51,1970-01-01 08:00:00,2592,1751132,3599709530,1498422,RUNNING
root.hjpt,hjpt,application_1527220447442_720469,select * from itg_oidd_p...mdn='13311512902'(Stage-1),2018-06-05 16:54:29,1970-01-01 08:00:00,2555,204107,421006846,480407,RUNNING
root.dw,dw_etl,application_1527220447442_686296,HIVE-d8933f07-4e3e-473a-87b5-bbffe65bfdda,2018-06-05 03:02:46,1970-01-01 08:00:00,2501,4674472,9581578192,11626170,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_698389,DPI_SER_1_862,2018-06-05 07:57:53,1970-01-01 08:00:00,2484,500821,1032044489,1429203,RUNNING
root.hjpt,hjpt,application_1527220447442_690727,roam:itf_4gdpi_mbl_sichuan_20180604_21-roam,2018-06-05 05:18:55,1970-01-01 08:00:00,2463,637255,1308321120,413289,RUNNING
root.dpiq,dpiq,application_1527220447442_689465,stat-20180604001@dpiq_db.dpi_20,2018-06-05 07:28:35,1970-01-01 08:00:00,2456,412023,847063052,483454,RUNNING
root.hjdq,hjdq,application_1527220447442_688451,Audit_luoji_oidd,2018-06-05 04:01:00,1970-01-01 08:00:00,2444,1129395,2318494552,2684958,RUNNING
root.hjpt,hjpt,application_1527220447442_703918,clean:sichuan_itf_4gdpi_mbl_20180526_02 DPI,2018-06-05 11:53:07,1970-01-01 08:00:00,2218,581814,1790268704,833963,RUNNING
root.sjyy_dm,daua,application_1527220447442_709125,HIVE-56e21a28-e14a-4e31-8252-5eb6a3ae34f6,2018-06-05 11:41:42,1970-01-01 08:00:00,2179,1687090,3459484734,2124354,RUNNING
root.hjtest.hjtest,hjtest,application_1527220447442_693060,'MID_FIX_DPI_USER_APP_SUM_M_201805',2018-06-05 06:02:45,1970-01-01 08:00:00,2150,686998,1409220899,526745,RUNNING
root.hjpt,hjpt,application_1527220447442_710968,roam:itf_4gdpi_mbl_chongqing_20180605_02-combine,2018-06-05 13:28:29,1970-01-01 08:00:00,2134,217353,447577857,223400,RUNNING
root.hjpt,hjpt,application_1527220447442_686798,clean:chongqing_itf_4gdpi_mbl_20180605_02 DPI,2018-06-05 04:55:13,1970-01-01 08:00:00,2133,360147,1109530124,332865,RUNNING
root.hjpt,hjpt,application_1527220447442_701779,roam:itf_4gdpi_mbl_chongqing_20180605_02-roam,2018-06-05 09:15:22,1970-01-01 08:00:00,2132,175607,361962283,385262,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_690318,DPI_SER_1_861,2018-06-05 04:50:03,1970-01-01 08:00:00,2102,229109,471965419,342856,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_690759,DPI_SER_1_861,2018-06-05 05:06:01,1970-01-01 08:00:00,2070,383053,788929343,586543,RUNNING
root.hjpt,hjpt,application_1527220447442_707928,clean:sichuan_itf_4gdpi_mbl_20180526_03 DPI,2018-06-05 13:14:15,1970-01-01 08:00:00,2024,27769,88372639,175564,RUNNING
root.hjpt,hjpt,application_1527220447442_706195,select * from itg_oidd_position_h whe...hour(Stage-1),2018-06-05 10:45:15,1970-01-01 08:00:00,1985,98947,204679643,399492,RUNNING
root.dpiq,dpiq,application_1527220447442_706748,Compact-2018060509@dpiq_db.dpi_791,2018-06-05 11:50:03,1970-01-01 08:00:00,1985,753457,1546855828,717610,RUNNING
root.dpiq,dpiq,application_1527220447442_716888,Compact-2018060513@dpiq_db.dpi_791,2018-06-05 16:58:29,1970-01-01 08:00:00,1930,564200,1158584963,540242,RUNNING
root.dpiq,dpiq,application_1527220447442_699057,Compact-2018060505@dpiq_db.dpi_28,2018-06-05 10:42:09,1970-01-01 08:00:00,1926,175235,361180320,284916,RUNNING
root.dpiq,dpiq,application_1527220447442_693392,TS-IndexLoader-20180605000@dpiq_db.dpi_aggregation_591,2018-06-05 06:09:40,1970-01-01 08:00:00,1918,71134,221505126,412017,RUNNING
root.dpiq,dpiq,application_1527220447442_673292,Compact-2018060416@dpiq_db.dpi_28,2018-06-05 02:28:04,1970-01-01 08:00:00,1915,339536,697997749,419910,RUNNING
root.dpiq,dpiq,application_1527220447442_689463,stat-20180604001@dpiq_db.dpi_28,2018-06-05 07:30:07,1970-01-01 08:00:00,1905,613258,1258916093,692085,RUNNING
root.dpiq,dpiq,application_1527220447442_710315,Compact-2018060508@dpiq_db.dpi_20,2018-06-05 16:17:47,1970-01-01 08:00:00,1898,376415,773751548,579508,RUNNING
root.dpiq,dpiq,application_1527220447442_686989,Compact-2018060422@dpiq_db.dpi_20,2018-06-05 06:13:54,1970-01-01 08:00:00,1882,484245,994375183,458419,RUNNING
root.dpiq,dpiq,application_1527220447442_673789,Compact-2018060420@dpiq_db.dpi_871,2018-06-05 00:03:28,1970-01-01 08:00:00,1877,244244,502768393,380212,RUNNING
root.dpiq,dpiq,application_1527220447442_674162,Compact-2018060419@dpiq_db.dpi_27,2018-06-05 01:30:01,1970-01-01 08:00:00,1874,260118,535169777,297701,RUNNING
root.dpiq,dpiq,application_1527220447442_696177,Compact-2018060505@dpiq_db.dpi_29,2018-06-05 08:34:45,1970-01-01 08:00:00,1872,139715,288456841,418811,RUNNING
root.hxxt_yx,hxxt_yx,application_1527220447442_708606,"select b.accs_nbr,a.cust_name,...b.prvnce_id(Stage-1)",2018-06-05 11:32:57,1970-01-01 08:00:00,1870,45424,94962253,241328,RUNNING
root.dpiq,dpiq,application_1527220447442_697092,Compact-2018060505@dpiq_db.dpi_25,2018-06-05 08:49:32,1970-01-01 08:00:00,1857,392945,807501200,432587,RUNNING
root.dpiq,dpiq,application_1527220447442_695715,Compact-2018060505@dpiq_db.dpi_931,2018-06-05 08:23:20,1970-01-01 08:00:00,1849,41757,87566234,202329,RUNNING
root.dpiq,dpiq,application_1527220447442_684402,Compact-2018060423@dpiq_db.dpi_531,2018-06-05 03:49:27,1970-01-01 08:00:00,1848,37098,78072181,373931,RUNNING
root.dpiq,dpiq,application_1527220447442_696234,Compact-2018060505@dpiq_db.dpi_551,2018-06-05 08:33:56,1970-01-01 08:00:00,1847,325600,669162061,467323,RUNNING
root.dpiq,dpiq,application_1527220447442_695837,Compact-2018060505@dpiq_db.dpi_311,2018-06-05 08:25:45,1970-01-01 08:00:00,1842,646827,1327641176,658301,RUNNING
root.dpiq,dpiq,application_1527220447442_682783,Compact-2018060421@dpiq_db.dpi_25,2018-06-05 03:39:40,1970-01-01 08:00:00,1829,360153,739931918,359749,RUNNING
root.dpiq,dpiq,application_1527220447442_684444,Compact-2018060423@dpiq_db.dpi_23,2018-06-05 03:54:16,1970-01-01 08:00:00,1829,498434,1023761089,686096,RUNNING
root.dpiq,dpiq,application_1527220447442_681874,Compact-2018060421@dpiq_db.dpi_551,2018-06-05 03:16:59,1970-01-01 08:00:00,1827,377211,775070873,519173,RUNNING
root.dpiq,dpiq,application_1527220447442_673380,Compact-2018060418@dpiq_db.dpi_731,2018-06-05 00:51:40,1970-01-01 08:00:00,1824,206851,425918454,493721,RUNNING
root.dpiq,dpiq,application_1527220447442_709947,Compact-2018060510@dpiq_db.dpi_851,2018-06-05 13:07:49,1970-01-01 08:00:00,1815,154302,318252091,261300,RUNNING
root.dpiq,dpiq,application_1527220447442_678297,Compact-2018060420@dpiq_db.dpi_311,2018-06-05 02:32:42,1970-01-01 08:00:00,1814,365820,751842249,443009,RUNNING
root.hjdq,hjdq,application_1527220447442_722113,CHECK_TASK_bil01_BIL_DB.ITG_OTH_CDR_H_task_4bf47e6c-68a0-11e8-ad1a-18c58a10ad18_34_20180508_0,2018-06-05 17:16:43,1970-01-01 08:00:00,1810,125116,258344285,648329,RUNNING
root.dpiq,dpiq,application_1527220447442_711631,Compact-2018060510@dpiq_db.dpi_311,2018-06-05 14:33:10,1970-01-01 08:00:00,1810,58745,122522319,246653,RUNNING
root.dpiq,dpiq,application_1527220447442_711854,Compact-2018060510@dpiq_db.dpi_551,2018-06-05 14:44:38,1970-01-01 08:00:00,1804,558845,1147506421,459893,RUNNING
root.dpiq,dpiq,application_1527220447442_675170,Compact-2018060420@dpiq_db.dpi_931,2018-06-05 01:44:05,1970-01-01 08:00:00,1801,475129,975458742,655464,RUNNING
root.dpiq,dpiq,application_1527220447442_689476,stat-20180604001@dpiq_db.dpi_871,2018-06-05 05:53:25,1970-01-01 08:00:00,1797,361106,741894494,486180,RUNNING
root.dpiq,dpiq,application_1527220447442_713558,Compact-2018060511@dpiq_db.dpi_25,2018-06-05 15:52:26,1970-01-01 08:00:00,1796,585180,1201116264,598504,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_683241,DPI_SER_1_853,2018-06-05 01:35:23,1970-01-01 08:00:00,1793,203695,420623358,276534,RUNNING
root.dpiq,dpiq,application_1527220447442_695129,Compact-2018060505@dpiq_db.dpi_731,2018-06-05 07:50:48,1970-01-01 08:00:00,1793,185793,382741077,352353,RUNNING
root.hjpt,hjpt,application_1527220447442_716864,clean:chongqing_itf_4gdpi_mbl_20180526_02 Warn DPI,2018-06-05 15:37:41,1970-01-01 08:00:00,1787,90966,282101305,281536,RUNNING
root.dw,dw_etl,application_1527220447442_705515,dsstt_db.dm_mid_dpi_fix_behavior_agg_daily_851_20180604,2018-06-05 10:26:30,1970-01-01 08:00:00,1786,1191398,2443030747,3326861,RUNNING
root.dpiq,dpiq,application_1527220447442_713656,Compact-2018060511@dpiq_db.dpi_23,2018-06-05 15:32:45,1970-01-01 08:00:00,1785,128543,265512725,276628,RUNNING
root.dpiq,dpiq,application_1527220447442_679213,Compact-2018060421@dpiq_db.dpi_29,2018-06-05 03:04:05,1970-01-01 08:00:00,1768,624100,1280911056,692405,RUNNING
root.dpiq,dpiq,application_1527220447442_695632,Compact-2018060505@dpiq_db.dpi_27,2018-06-05 08:09:18,1970-01-01 08:00:00,1755,188988,389321115,443738,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_691704,DPI_SER_1_844,2018-06-05 05:33:07,1970-01-01 08:00:00,1752,377183,778109468,462975,RUNNING
root.dpiq,dpiq,application_1527220447442_709803,Compact-2018060510@dpiq_db.dpi_871,2018-06-05 13:03:35,1970-01-01 08:00:00,1738,117873,243519891,215740,RUNNING
root.hjpt,hjpt,application_1527220447442_721370,roam:itf_4gdpi_mbl_chongqing_20180526_02-roam,2018-06-05 17:23:30,1970-01-01 08:00:00,1727,138362,285169703,241042,RUNNING
root.hjpt,hjpt,application_1527220447442_703738,clean:chongqing_itf_4gdpi_mbl_20180526_02 DPI,2018-06-05 11:01:48,1970-01-01 08:00:00,1727,386128,1188464094,608342,RUNNING
root.dpiq,dpiq,application_1527220447442_694395,Compact-2018060505@dpiq_db.dpi_791,2018-06-05 07:34:05,1970-01-01 08:00:00,1721,332569,683388635,453776,RUNNING
root.hjdq,hjdq,application_1527220447442_686011,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_9b736d86-6828-11e8-9b69-18c58a10ad18_34_20180511_0,2018-06-05 02:54:10,1970-01-01 08:00:00,1721,852960,1750058431,1587549,RUNNING
root.hjpt,hjpt,application_1527220447442_693368,roam:itf_4gdpi_mbl_sichuan_20180604_22-roam,2018-06-05 06:14:46,1970-01-01 08:00:00,1698,79850,165327935,406203,RUNNING
root.dpiq,dpiq,application_1527220447442_688984,TS-IndexLoader-2018060421@dpiq_db.dpi_29,2018-06-05 04:18:29,1970-01-01 08:00:00,1687,270808,591022355,735000,RUNNING
root.hjpt,hjpt,application_1527220447442_690737,clean:sichuan_itf_4gdpi_mbl_20180604_22 Warn DPI,2018-06-05 05:20:19,1970-01-01 08:00:00,1645,176394,544215186,328974,RUNNING
root.hjpt,hjpt,application_1527220447442_683186,clean:sichuan_itf_4gdpi_mbl_20180604_18 Warn DPI,2018-06-05 02:00:36,1970-01-01 08:00:00,1644,88204,273477286,265724,RUNNING
root.dpiq,dpiq,application_1527220447442_720153,TS-IndexLoader-2018060511@dpiq_db.dpi_23,2018-06-05 16:33:13,1970-01-01 08:00:00,1640,128131,264739200,253748,RUNNING
root.dpiq,dpiq,application_1527220447442_704469,TS-IndexLoader-2018060505@dpiq_db.dpi_29,2018-06-05 10:04:16,1970-01-01 08:00:00,1640,195743,456610645,455582,RUNNING
root.dpiq,dpiq,application_1527220447442_689497,stat-20180604001@dpiq_db.dpi_371,2018-06-05 05:34:15,1970-01-01 08:00:00,1636,262095,539131683,394658,RUNNING
root.hjpt,hjpt,application_1527220447442_676169,clean:sichuan_itf_4gdpi_mbl_20180604_22 DPI,2018-06-05 01:27:30,1970-01-01 08:00:00,1632,342578,1054853786,448210,RUNNING
root.dw,dw_etl,application_1527220447442_694594,HIVE-c998208a-91b1-4f04-bc58-490238ec2fc1,2018-06-05 06:35:24,1970-01-01 08:00:00,1631,2733657,5602408143,9682949,RUNNING
root.hjpt,hjpt,application_1527220447442_687351,clean:sichuan_itf_4gdpi_mbl_20180604_20 Warn DPI,2018-06-05 03:54:35,1970-01-01 08:00:00,1631,58127,180878100,366026,RUNNING
root.hjdq,hjdq,application_1527220447442_693776,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_14ced00a-6845-11e8-87d7-18c58a10ad18_34_20180603_0,2018-06-05 06:18:27,1970-01-01 08:00:00,1627,129242,266422155,485800,RUNNING
root.dpiq,dpiq,application_1527220447442_680033,TS-IndexLoader-20180604012@dpiq_db.dpi_aggregation_898,2018-06-05 00:33:51,1970-01-01 08:00:00,1625,15144,48756543,360437,RUNNING
root.hjdq,hjdq,application_1527220447442_703360,CHECK_TASK_bil01_BIL_DB.ITG_OTH_CDR_H_task_8ff178b2-6860-11e8-a340-18c58a10ad18_34_20180603_0,2018-06-05 09:38:09,1970-01-01 08:00:00,1602,162085,333724139,820847,RUNNING
root.hjdq,hjdq,application_1527220447442_685198,CHECK_TASK_bil01_BIL_DB.ITG_FIX_VDR_H_task_62f8c33c-6825-11e8-86a8-18c58a10ad18_33_20180511_0,2018-06-05 02:31:36,1970-01-01 08:00:00,1599,168988,347805453,809028,RUNNING
root.hjpt,hjpt,application_1527220447442_688379,clean:sichuan_itf_4gdpi_mbl_20180604_21 Warn DPI,2018-06-05 04:16:13,1970-01-01 08:00:00,1596,39076,122454953,269482,RUNNING
root.hjpt,hjpt,application_1527220447442_711464,"select prov_month_id,latn_id,ods_prod_i...10(Stage-1)",2018-06-05 12:47:01,1970-01-01 08:00:00,1588,118898,245483793,307919,RUNNING
root.hjdq,hjdq,application_1527220447442_707365,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_db7ab35a-686c-11e8-854e-18c58a10ad18_34_20180603_0,2018-06-05 11:03:36,1970-01-01 08:00:00,1586,726284,1490184572,1401247,RUNNING
root.hjpt,hjpt,application_1527220447442_674018,clean:sichuan_itf_4gdpi_mbl_20180604_21 DPI,2018-06-05 00:14:50,1970-01-01 08:00:00,1576,166581,513748971,599850,RUNNING
root.hjpt,hjpt,application_1527220447442_712596,clean:sichuan_itf_4gdpi_mbl_20180605_12 DPI,2018-06-05 14:43:46,1970-01-01 08:00:00,1576,496620,1527835090,512776,RUNNING
root.hjpt,hjpt,application_1527220447442_710407,clean:sichuan_itf_4gdpi_mbl_20180605_11 DPI,2018-06-05 13:39:44,1970-01-01 08:00:00,1575,474734,1460612459,449770,RUNNING
root.hjpt,hjpt,application_1527220447442_691142,clean:sichuan_itf_4gdpi_mbl_20180604_23 Warn DPI,2018-06-05 05:27:24,1970-01-01 08:00:00,1568,39862,124788088,204813,RUNNING
root.hjdq,hjdq,application_1527220447442_722059,CHECK_TASK_bil01_BIL_DB.ITG_OTH_CDR_H_task_1c31a1a0-68a0-11e8-89c5-18c58a10ad18_33_20180508_0,2018-06-05 17:16:03,1970-01-01 08:00:00,1567,21551,45762651,688634,RUNNING
root.dpiq,dpiq,application_1527220447442_680266,TS-IndexLoader-20180604008@dpiq_db.dpi_aggregation_10,2018-06-05 00:36:47,1970-01-01 08:00:00,1563,111156,341409174,484606,RUNNING
root.hjpt,hjpt,application_1527220447442_714757,clean:sichuan_itf_4gdpi_mbl_20180605_13 DPI,2018-06-05 16:05:31,1970-01-01 08:00:00,1558,416656,1281973045,714383,RUNNING
root.dpiq,dpiq,application_1527220447442_689501,stat-20180604001@dpiq_db.dpi_451,2018-06-05 05:16:45,1970-01-01 08:00:00,1554,72903,151125132,242801,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_689712,DPI_SER_2_842,2018-06-05 04:38:49,1970-01-01 08:00:00,1534,701100,1442565185,716419,RUNNING
root.hjpt,hjpt,application_1527220447442_695647,roam:itf_4gdpi_mbl_sichuan_20180604_21-combine,2018-06-05 07:20:27,1970-01-01 08:00:00,1533,107878,222588908,370998,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_684566,DPI_SER_1_843,2018-06-05 02:07:08,1970-01-01 08:00:00,1529,320571,660163628,775710,RUNNING
root.hjpt,hjpt,application_1527220447442_679246,clean:sichuan_itf_4gdpi_mbl_20180604_23 DPI,2018-06-05 02:07:13,1970-01-01 08:00:00,1522,51238,159573529,469149,RUNNING
root.hjpt,hjpt,application_1527220447442_697175,roam:itf_4gdpi_mbl_sichuan_20180604_23-combine,2018-06-05 08:06:21,1970-01-01 08:00:00,1511,84851,175394805,320342,RUNNING
root.hjpt,hjpt,application_1527220447442_682802,roam:itf_4gdpi_mbl_sichuan_20180604_12-combine,2018-06-05 02:06:44,1970-01-01 08:00:00,1511,48108,100092142,498267,RUNNING
root.jt_jtsjzxsjyyc_sc_queue_0,jt_jtsjzxsjyyc_sc_tyzc_gd,application_1527220447442_717055,select count(*) from jt_jtsjzxsjyyc_sc...100(Stage-1),2018-06-05 15:11:09,1970-01-01 08:00:00,1499,121561,251278463,2173433,RUNNING
root.dpiq,dpiq,application_1527220447442_684478,TS-IndexLoader-2018060418@dpiq_db.dpi_731,2018-06-05 02:05:51,1970-01-01 08:00:00,1499,257779,661606311,852109,RUNNING
root.dw,dw_etl,application_1527220447442_686193,HIVE-9a8263a2-b120-4ff2-9af0-4c13be3094e4,2018-06-05 03:01:24,1970-01-01 08:00:00,1495,3005895,6160491247,10167105,RUNNING
root.hjpt,hjpt,application_1527220447442_702853,"select prov_id,count(1) from net_d...prov_id(Stage-1)",2018-06-05 09:35:32,1970-01-01 08:00:00,1493,103880,214348684,376117,RUNNING
root.dpiq,dpiq,application_1527220447442_695709,TS-IndexLoader-2018060506@dpiq_db.dpi_24,2018-06-05 07:00:22,1970-01-01 08:00:00,1489,64399,200099307,373755,RUNNING
