queue,user,id,name,started_time,finished_time,cpu_average,cpu_seconds,memory_seconds,time_elapsed,finalStatus
root.dpiq,dpiq,application_1527220447442_745524,TS-IndexLoader-2018060523@dpiq_db.dpi_851,2018-06-05 23:56:46,1970-01-01 08:00:00,1367,153583,473769807,385469,RUNNING
root.hjpt,hjpt,application_1527220447442_744365,roam:itf_4gdpi_mbl_jiangsu_20180526_06-roam,2018-06-05 23:57:42,1970-01-01 08:00:00,1306,35594,74343897,329536,RUNNING
root.hjpt,hjpt,application_1527220447442_744733,roam:itf_4gdpi_mbl_sichuan_20180526_08-roam,2018-06-05 23:57:22,1970-01-01 08:00:00,1264,9605,21016051,349746,RUNNING
root.sjyy_dm,daua,application_1527220447442_745424,mid_user_trmnl_info_m_845_201805',2018-06-05 23:53:11,1970-01-01 08:00:00,1253,612100,1257381415,600399,RUNNING
root.dpiq,dpiq,application_1527220447442_745856,TS-IndexLoader-2018060523@dpiq_db.dpi_22,2018-06-06 00:02:45,1970-01-01 08:00:00,1166,43445,135318972,327235,RUNNING
root.dpiq,dpiq,application_1527220447442_745857,TS-IndexLoader-2018060523@dpiq_db.dpi_471,2018-06-06 00:02:45,1970-01-01 08:00:00,1166,43202,134582008,327051,RUNNING
root.sjyy_dm,daua,application_1527220447442_746311,mid_user_trmnl_info_m_852_201805',2018-06-06 00:12:59,1970-01-01 08:00:00,2482,76508,159089910,313116,RUNNING
root.hjpt,hjpt,application_1527220447442_739167,clean:sichuan_itf_4gdpi_mbl_20180605_21 DPI,2018-06-06 00:10:01,1970-01-01 08:00:00,1497,304277,936878346,491857,RUNNING
root.hjpt,hjpt,application_1527220447442_739167,clean:sichuan_itf_4gdpi_mbl_20180605_21 DPI,2018-06-06 00:10:01,1970-01-01 08:00:00,1492,757603,2329145828,795939,RUNNING
root.hjpt,hjpt,application_1527220447442_745674,clean:guangdong_itf_4gdpi_mbl_20180605_17 Warn DPI,2018-06-06 00:20:27,1970-01-01 08:00:00,1197,144635,445967019,469565,RUNNING
root.dpiq,dpiq,application_1527220447442_746971,TS-IndexLoader-2018060523@dpiq_db.dpi_371,2018-06-06 00:27:12,1970-01-01 08:00:00,1082,39005,121460759,365236,RUNNING
root.dpiq,dpiq,application_1527220447442_746973,TS-IndexLoader-20180605010@dpiq_db.dpi_aggregation_10,2018-06-06 00:26:58,1970-01-01 08:00:00,1075,39581,122175622,379175,RUNNING
root.hjdq,hjdq,application_1527220447442_746408,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_ea026d14-68da-11e8-a1c5-18c58a10ad18_33_20180513_0,2018-06-06 00:13:59,1970-01-01 08:00:00,1007,377414,774937101,1157889,RUNNING
root.hjdq,hjdq,application_1527220447442_746513,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_8a60fc4e-68db-11e8-bc4f-18c58a10ad18_35_20180513_0,2018-06-06 00:15:29,1970-01-01 08:00:00,1007,366452,752453429,1068579,RUNNING
root.hjtest.hjtest,hjtest,application_1527220447442_747027,'SUM_FIX_DPI_APP_D_20180603',2018-06-06 00:28:34,1970-01-01 08:00:00,1004,17566,36974111,283240,RUNNING
root.sjyy_dm,daua,application_1527220447442_747188,mid_user_trmnl_info_m_850_201805',2018-06-06 00:32:40,1970-01-01 08:00:00,2435,299908,617943186,337378,RUNNING
root.hjpt,hjpt,application_1527220447442_745354,roam:itf_4gdpi_mbl_guangdong_20180605_14-combine,2018-06-06 00:31:39,1970-01-01 08:00:00,1099,197280,405193749,398971,RUNNING
root.hjdq,hjdq,application_1527220447442_746408,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_ea026d14-68da-11e8-a1c5-18c58a10ad18_33_20180513_0,2018-06-06 00:13:59,1970-01-01 08:00:00,1007,682615,1399958957,1458325,RUNNING
root.hjpt,hjpt,application_1527220447442_743467,clean:guangdong_itf_4gdpi_mbl_20180605_22 DPI,2018-06-06 00:36:57,1970-01-01 08:00:00,1155,116868,360758425,381711,RUNNING
root.dpiq,dpiq,application_1527220447442_748504,TS-IndexLoader-20180605012@dpiq_db.dpi_aggregation_351,2018-06-06 00:42:55,1970-01-01 08:00:00,1466,41376,129139063,325924,RUNNING
root.hjpt,hjpt,application_1527220447442_743467,clean:guangdong_itf_4gdpi_mbl_20180605_22 DPI,2018-06-06 00:36:57,1970-01-01 08:00:00,1146,463492,1425280466,684363,RUNNING
root.hjpt,hjpt,application_1527220447442_746891,CRM_INTEG_USER_INFO_BSS_D_832_20180601,2018-06-06 00:25:45,1970-01-01 08:00:00,1071,86786,446218584,1355587,RUNNING
root.sjyy_dm,daua,application_1527220447442_748248,mid_user_trmnl_info_m_846_201805',2018-06-06 00:41:53,1970-01-01 08:00:00,1039,52230,107990764,387578,RUNNING
root.sjyy_dm,daua,application_1527220447442_748248,mid_user_trmnl_info_m_846_201805',2018-06-06 00:41:53,1970-01-01 08:00:00,1853,356478,733934759,688008,RUNNING
root.hjpt,hjpt,application_1527220447442_745470,roam:itf_4gdpi_mbl_sichuan_20180526_04-combine,2018-06-06 00:46:23,1970-01-01 08:00:00,1127,171286,352199481,417905,RUNNING
root.hjpt,hjpt,application_1527220447442_747284,CRM_INTEG_USER_INFO_BSS_D_832_20180526,2018-06-06 00:34:16,1970-01-01 08:00:00,1009,195390,1002340380,1145146,RUNNING
root.hjdq,hjdq,application_1527220447442_748747,CHECK_TASK_bil01_BIL_DB.ITG_OTH_VDR_H_task_5aca19ee-68df-11e8-8f32-18c58a10ad18_35_20180513_0,2018-06-06 00:43:55,1970-01-01 08:00:00,2144,23127,49527149,866678,RUNNING
root.hjpt,hjpt,application_1527220447442_746707,clean:sichuan_itf_4gdpi_mbl_20180605_17 Warn DPI,2018-06-06 00:51:36,1970-01-01 08:00:00,1491,146074,451142084,406116,RUNNING
root.hjtest.hjtest,hjtest,application_1527220447442_749468,'SUM_FIX_DPI_URL_D_20180603',2018-06-06 00:53:16,1970-01-01 08:00:00,1092,189699,416897302,606645,RUNNING
root.sjyy_dm,daua,application_1527220447442_749789,mid_user_trmnl_info_m_851_201805',2018-06-06 01:00:56,1970-01-01 08:00:00,1498,473017,972558086,446962,RUNNING
root.hjpt,hjpt,application_1527220447442_748378,clean:guangdong_itf_4gdpi_mbl_20180605_18 Warn DPI,2018-06-06 01:03:07,1970-01-01 08:00:00,1166,78063,241433870,315903,RUNNING
root.hjpt,hjpt,application_1527220447442_743299,clean:sichuan_itf_4gdpi_mbl_20180605_22 DPI,2018-06-06 01:04:15,1970-01-01 08:00:00,1489,400566,1232606690,549415,RUNNING
root.hjpt,hjpt,application_1527220447442_749519,CRM_INTEG_USER_INFO_BSS_D_844_20180601,2018-06-06 00:54:27,1970-01-01 08:00:00,1013,121075,621865517,1137278,RUNNING
root.hjpt,hjpt,application_1527220447442_743299,clean:sichuan_itf_4gdpi_mbl_20180605_22 DPI,2018-06-06 01:04:15,1970-01-01 08:00:00,1460,847234,2604503868,849829,RUNNING
root.hjdq,hjdq,application_1527220447442_749681,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_ff384ed2-68e0-11e8-9bd5-18c58a10ad18_35_20180523_0,2018-06-06 00:58:35,1970-01-01 08:00:00,1309,363921,747612314,1189501,RUNNING
root.hjdq,hjdq,application_1527220447442_749649,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_f86041d2-68e0-11e8-a56d-18c58a10ad18_34_20180523_0,2018-06-06 00:58:18,1970-01-01 08:00:00,1303,400167,821665492,1206993,RUNNING
root.sjyy_dm,daua,application_1527220447442_750082,'app_app_label_m_all_provids_201805',2018-06-06 01:06:05,1970-01-01 08:00:00,1094,105133,217121196,739682,RUNNING
root.hjdq,hjdq,application_1527220447442_749681,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_ff384ed2-68e0-11e8-9bd5-18c58a10ad18_35_20180523_0,2018-06-06 00:58:35,1970-01-01 08:00:00,2138,844162,1732119746,1489921,RUNNING
root.hjdq,hjdq,application_1527220447442_749649,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_f86041d2-68e0-11e8-a56d-18c58a10ad18_34_20180523_0,2018-06-06 00:58:18,1970-01-01 08:00:00,1360,737892,1514826008,1507414,RUNNING
root.hjtest.hjstandard,hjtest,application_1527220447442_749745,'MID_MBL_DPI_USER_UAS_SUM_H_D_20180603',2018-06-06 01:05:22,1970-01-01 08:00:00,1010,273761,676134357,1082897,RUNNING
