queue,user,id,name,started_time,finished_time,cpu_average,cpu_seconds,memory_seconds,time_elapsed,finalStatus
root.dpiq,dpiq,application_1528716129308_113183,TS-IndexLoader-20180600008@dpiq_db.dpi_aggregation_25,2018-06-13 04:25:24,1970-01-01 08:00:00,1083,60943,146735796,437095,RUNNING
root.hjpt,hjpt,application_1528716129308_113473,roam:itf_4gdpi_mbl_sichuan_20180612_15-roam,2018-06-13 04:52:11,1970-01-01 08:00:00,1135,84676,174553513,340591,RUNNING
root.dw,dw_etl,application_1528716129308_107802,HIVE-87789e62-f38d-4771-a928-b3162ec3fe4b,2018-06-13 03:00:45,1970-01-01 08:00:00,2019,2204104,4518617575,7326487,RUNNING
root.hjtest.hjstandard,hjtest,application_1528716129308_115638,'MID_MBL_DPI_USER_SUM_H_D_20180610',2018-06-13 04:53:35,1970-01-01 08:00:00,1581,173529,357213181,556448,RUNNING
root.dw,dw_etl,application_1528716129308_107802,HIVE-87789e62-f38d-4771-a928-b3162ec3fe4b,2018-06-13 03:00:45,1970-01-01 08:00:00,1353,2806367,5751899989,7626961,RUNNING
root.dw,dw_etl,application_1528716129308_107797,HIVE-043721b5-b3d3-4221-a746-d1ae8d5fa70b,2018-06-13 03:00:43,1970-01-01 08:00:00,1106,1974021,4046852316,7628874,RUNNING
root.dw,dw_etl,application_1528716129308_107797,HIVE-043721b5-b3d3-4221-a746-d1ae8d5fa70b,2018-06-13 03:00:43,1970-01-01 08:00:00,1508,2358695,4835247299,7929534,RUNNING
root.hjpt,hjpt,application_1528716129308_115240,roam:itf_4gdpi_mbl_sichuan_20180610_18-roam,2018-06-13 05:10:09,1970-01-01 08:00:00,1582,253427,520715616,464395,RUNNING
root.dw,dw_etl,application_1528716129308_107797,HIVE-043721b5-b3d3-4221-a746-d1ae8d5fa70b,2018-06-13 03:00:43,1970-01-01 08:00:00,1490,2811406,5762673738,8230056,RUNNING
root.hjpt,hjpt,application_1528716129308_116745,roam:itf_4gdpi_mbl_guangdong_20180612_19-roam,2018-06-13 05:18:00,1970-01-01 08:00:00,1108,23738,49771761,294088,RUNNING
root.weizhirc,weizhirc,application_1528716129308_118159,"insert into table wei..._name,oidd.city_name(Stage-1)",2018-06-13 05:22:40,1970-01-01 08:00:00,1001,69565,143936552,314259,RUNNING
root.hjpt,hjpt,application_1528716129308_117826,roam:itf_4gdpi_mbl_hebei_20180612_19-roam,2018-06-13 05:27:32,1970-01-01 08:00:00,1276,178968,368200925,322519,RUNNING
root.hjpt,hjpt,application_1528716129308_117640,oidd_dq_report_d,2018-06-13 05:16:12,1970-01-01 08:00:00,1336,508984,1045762977,1604061,RUNNING
root.hjpt,hjpt,application_1528716129308_117044,roam:itf_4gdpi_mbl_sichuan_20180610_17-combine,2018-06-13 05:44:33,1970-01-01 08:00:00,1011,266125,546609081,504436,RUNNING
root.hjtest.hjtest,hjtest,application_1528716129308_121148,'SUM_FIX_DPI_APP_D_20180610',2018-06-13 05:51:47,1970-01-01 08:00:00,1010,267733,603325563,971683,RUNNING
root.dw,dw_etl,application_1528716129308_120274,dsstt_db.dm_mid_dpi_fix_behavior_agg_daily_851_20180612,2018-06-13 05:41:43,1970-01-01 08:00:00,1160,673956,1382870904,1876005,RUNNING
root.dw,dw_etl,application_1528716129308_120274,dsstt_db.dm_mid_dpi_fix_behavior_agg_daily_851_20180612,2018-06-13 05:41:43,1970-01-01 08:00:00,1711,1124803,2306764277,2176422,RUNNING
root.hjtest.hjtest,hjtest,application_1528716129308_123129,'SUM_FIX_DPI_URL_D_20180610',2018-06-13 06:17:41,1970-01-01 08:00:00,1777,87921,181890668,319026,RUNNING
root.dw,dw_etl,application_1528716129308_120274,dsstt_db.dm_mid_dpi_fix_behavior_agg_daily_851_20180612,2018-06-13 05:41:43,1970-01-01 08:00:00,1710,1643214,3368554978,2476861,RUNNING
root.hjpt,hjpt,application_1528716129308_125971,clean:guangdong_itf_4gdpi_mbl_20180612_21 Warn DPI,2018-06-13 06:57:56,1970-01-01 08:00:00,1259,167931,518012777,307798,RUNNING
root.hjpt,hjpt,application_1528716129308_127138,roam:itf_4gdpi_mbl_jiangsu_20180612_23-roam,2018-06-13 07:04:45,1970-01-01 08:00:00,1061,19070,40219947,198685,RUNNING
root.hjpt,hjpt,application_1528716129308_125392,roam:itf_4gdpi_mbl_sichuan_20180612_14-combine,2018-06-13 07:05:34,1970-01-01 08:00:00,1339,138286,284734216,449990,RUNNING
root.hjpt,hjpt,application_1528716129308_125388,roam:itf_4gdpi_mbl_sichuan_20180612_15-combine,2018-06-13 07:07:22,1970-01-01 08:00:00,1290,109985,226683731,342676,RUNNING
root.hjpt,hjpt,application_1528716129308_126972,clean:guangdong_itf_4gdpi_mbl_20180612_22 Warn DPI,2018-06-13 07:06:16,1970-01-01 08:00:00,1248,148490,458101794,408351,RUNNING
root.hjpt,hjpt,application_1528716129308_125737,roam:itf_4gdpi_mbl_sichuan_20180612_16-combine,2018-06-13 07:07:00,1970-01-01 08:00:00,1089,180632,371236432,364455,RUNNING
root.sjyy_dm,daua,application_1528716129308_127827,MID_TOP7_TIME_ANALY_M_201805_834',2018-06-13 07:17:35,1970-01-01 08:00:00,1652,189580,389981383,329860,RUNNING
root.hjpt,hjpt,application_1528716129308_126530,roam:itf_4gdpi_mbl_sichuan_20180612_13-combine,2018-06-13 07:17:56,1970-01-01 08:00:00,1488,85804,177341152,308794,RUNNING
root.hjpt,hjpt,application_1528716129308_128073,roam:itf_4gdpi_mbl_hubei_20180612_20-combine,2018-06-13 07:23:01,1970-01-01 08:00:00,1062,167608,344738861,304829,RUNNING
root.hjpt,hjpt,application_1528716129308_128917,roam:itf_4gdpi_mbl_sichuan_20180612_19-roam,2018-06-13 07:27:33,1970-01-01 08:00:00,1701,312840,642681458,332447,RUNNING
root.hjpt,hjpt,application_1528716129308_129501,clean:guangdong_itf_4gdpi_mbl_20180612_23 Warn DPI,2018-06-13 07:33:07,1970-01-01 08:00:00,1428,163265,503609703,299126,RUNNING
root.hjpt,hjpt,application_1528716129308_129367,clean:sichuan_itf_4gdpi_mbl_20180612_21 Warn DPI,2018-06-13 07:40:03,1970-01-01 08:00:00,1806,109458,339066046,183763,RUNNING
root.hjpt,hjpt,application_1528716129308_128257,roam:itf_4gdpi_mbl_sichuan_20180610_18-combine,2018-06-13 07:37:47,1970-01-01 08:00:00,1374,280992,577493674,319215,RUNNING
root.hjpt,hjpt,application_1528716129308_130088,clean:sichuan_itf_4gdpi_mbl_20180612_22 Warn DPI,2018-06-13 07:48:55,1970-01-01 08:00:00,1897,190071,586976348,252557,RUNNING
root.hjpt,hjpt,application_1528716129308_133476,get_count_to_kafka,2018-06-13 08:02:11,1970-01-01 08:00:00,3791,387106,798322800,357280,RUNNING
root.hjpt,hjpt,application_1528716129308_131898,clean:sichuan_itf_4gdpi_mbl_20180612_23 Warn DPI,2018-06-13 08:01:52,1970-01-01 08:00:00,1786,235921,727519344,376754,RUNNING
root.hjpt,hjpt,application_1528716129308_132537,roam:itf_4gdpi_mbl_sichuan_20180613_00-roam,2018-06-13 08:03:44,1970-01-01 08:00:00,1272,115867,238739261,264502,RUNNING
root.hjpt,hjpt,application_1528716129308_133476,get_count_to_kafka,2018-06-13 08:02:11,1970-01-01 08:00:00,2401,1207044,2477695948,657638,RUNNING
root.hjpt,hjpt,application_1528716129308_133476,get_count_to_kafka,2018-06-13 08:02:11,1970-01-01 08:00:00,2401,1927369,3952914618,957996,RUNNING
root.hjpt,hjpt,application_1528716129308_133279,roam:itf_4gdpi_mbl_shanxi1_20180613_00-roam,2018-06-13 08:11:35,1970-01-01 08:00:00,1321,345460,709303790,394556,RUNNING
root.dpiq,dpiq,application_1528716129308_134582,TS-IndexLoader-20180613001@dpiq_db.dpi_aggregation_25,2018-06-13 08:14:49,1970-01-01 08:00:00,1045,34845,108320328,200839,RUNNING
root.hjpt,hjpt,application_1528716129308_133630,roam:itf_4gdpi_mbl_guangdong_20180612_23-roam,2018-06-13 08:20:22,1970-01-01 08:00:00,1528,76724,158799693,167330,RUNNING
root.hjpt,hjpt,application_1528716129308_134675,roam:itf_4gdpi_mbl_sichuan_20180612_21-roam,2018-06-13 08:28:27,1970-01-01 08:00:00,2266,27288,57815863,283963,RUNNING
root.hjpt,hjpt,application_1528716129308_134675,roam:itf_4gdpi_mbl_sichuan_20180612_21-roam,2018-06-13 08:28:27,1970-01-01 08:00:00,2601,965948,1981828248,584346,RUNNING
root.hjpt,hjpt,application_1528716129308_134675,roam:itf_4gdpi_mbl_sichuan_20180612_21-roam,2018-06-13 08:28:27,1970-01-01 08:00:00,2212,1691067,3466815034,884696,RUNNING
root.hjpt,hjpt,application_1528716129308_136120,roam:itf_4gdpi_mbl_sichuan_20180612_22-roam,2018-06-13 08:40:29,1970-01-01 08:00:00,3281,922997,1894119291,462935,RUNNING
root.sjyy_dm,daua,application_1528716129308_136982,MID_TOP7_TIME_ANALY_M_201805_844',2018-06-13 08:42:00,1970-01-01 08:00:00,1182,175798,361526306,371498,RUNNING
root.hjpt,hjpt,application_1528716129308_136120,roam:itf_4gdpi_mbl_sichuan_20180612_22-roam,2018-06-13 08:40:29,1970-01-01 08:00:00,3021,1871780,3837396710,763349,RUNNING
root.hjpt,hjpt,application_1528716129308_136120,roam:itf_4gdpi_mbl_sichuan_20180612_22-roam,2018-06-13 08:40:29,1970-01-01 08:00:00,1924,2525581,5178548025,1063743,RUNNING
root.hjpt,hjpt,application_1528716129308_137539,roam:itf_4gdpi_mbl_sichuan_20180612_23-roam,2018-06-13 08:55:12,1970-01-01 08:00:00,1877,97354,201362244,180591,RUNNING
