queue,user,id,name,started_time,finished_time,cpu_average,cpu_seconds,memory_seconds,time_elapsed,finalStatus
root.hjpt,hjpt,application_1529601806040_144688,clean:guangdong_itf_4gdpi_mbl_20180614_04 DPI,2018-06-25 11:22:49,1970-01-01 08:00:00,2038,1708187,5250222208,975205,RUNNING
root.dw,dw_etl,application_1529601806040_152043,dsstt_db.dm_mid_oidd_position_90days_agg_daily_20180619_851,2018-06-25 11:03:58,1970-01-01 08:00:00,1010,257224,528074873,2106835,RUNNING
root.hjpt,hjpt,application_1529601806040_145363,clean:hunan_itf_4gdpi_mbl_20180625_07 DPI,2018-06-25 11:48:35,1970-01-01 08:00:00,1889,172490,532672223,331214,RUNNING
root.hjpt,hjpt,application_1529601806040_144695,clean:anhui_itf_4gdpi_mbl_20180614_02 DPI,2018-06-25 11:50:48,1970-01-01 08:00:00,2398,422723,1301941014,498981,RUNNING
root.hjpt,hjpt,application_1529601806040_145363,clean:hunan_itf_4gdpi_mbl_20180625_07 DPI,2018-06-25 11:48:35,1970-01-01 08:00:00,1889,738222,2270308410,631737,RUNNING
root.sjyy_dm,daua,application_1529601806040_153981,"insert overwrite tabl...n,a.month_id,be_prov(Stage-11)",2018-06-25 11:55:45,1970-01-01 08:00:00,1010,33440,69542280,201124,RUNNING
root.hjpt,hjpt,application_1529601806040_144695,clean:anhui_itf_4gdpi_mbl_20180614_02 DPI,2018-06-25 11:50:48,1970-01-01 08:00:00,2293,1132271,3481378368,799474,RUNNING
root.hjpt,hjpt,application_1529601806040_145363,clean:hunan_itf_4gdpi_mbl_20180625_07 DPI,2018-06-25 11:48:35,1970-01-01 08:00:00,1845,1308634,4022253499,932225,RUNNING
root.sjyy_dm,daua,application_1529601806040_153981,"insert overwrite tabl...n,a.month_id,be_prov(Stage-11)",2018-06-25 11:55:45,1970-01-01 08:00:00,1010,336958,691153602,501619,RUNNING
root.hjpt,hjpt,application_1529601806040_144695,clean:anhui_itf_4gdpi_mbl_20180614_02 DPI,2018-06-25 11:50:48,1970-01-01 08:00:00,1423,1723974,5298717621,1099961,RUNNING
root.hjpt,hjpt,application_1529601806040_145363,clean:hunan_itf_4gdpi_mbl_20180625_07 DPI,2018-06-25 11:48:35,1970-01-01 08:00:00,1332,1811328,5566237769,1232713,RUNNING
root.sjyy_dm,daua,application_1529601806040_153981,"insert overwrite tabl...n,a.month_id,be_prov(Stage-11)",2018-06-25 11:55:45,1970-01-01 08:00:00,1010,640464,1312730237,802105,RUNNING
root.hjdq,hjdq,application_1529601806040_153919,CHECK_TASK_province_CRM_DB.ITG_ORD_SERV_ACCT_REL_D_task_01fb69f2-782b-11e8-b071-18c58a10ad18_11_20180613_2,2018-06-25 11:51:35,1970-01-01 08:00:00,1177,721053,1478689010,1353276,RUNNING
root.hjdq,hjdq,application_1529601806040_154364,CHECK_TASK_province_CRM_DB.ITG_ORD_TAX_PAYER_D_task_8bf29e40-782c-11e8-85e3-18c58a10ad18_77_20180613_2,2018-06-25 12:08:41,1970-01-01 08:00:00,1043,115155,237228007,327179,RUNNING
root.sjyy_dm,daua,application_1529601806040_153981,"insert overwrite tabl...n,a.month_id,be_prov(Stage-11)",2018-06-25 11:55:45,1970-01-01 08:00:00,1010,943964,1934277444,1102577,RUNNING
root.credit_ct,credit_ct,application_1529601806040_152390,"CREATE TABLE TEMP_CRE...,
t2.day_id,
t1.flag(Stage-1)",2018-06-25 12:10:57,1970-01-01 08:00:00,2309,859341,1768933892,491324,RUNNING
root.hjdq,hjdq,application_1529601806040_153919,CHECK_TASK_province_CRM_DB.ITG_ORD_SERV_ACCT_REL_D_task_01fb69f2-782b-11e8-b071-18c58a10ad18_11_20180613_2,2018-06-25 11:51:35,1970-01-01 08:00:00,1114,1070952,2195379619,1653751,RUNNING
root.sjyy_dm,daua,application_1529601806040_153981,"insert overwrite tabl...n,a.month_id,be_prov(Stage-11)",2018-06-25 11:55:45,1970-01-01 08:00:00,1010,1247431,2555797775,1403049,RUNNING
root.credit_ct,credit_ct,application_1529601806040_152542,"CREATE TABLE TEMP_CRE...,
t2.day_id,
t1.flag(Stage-1)",2018-06-25 12:17:10,1970-01-01 08:00:00,2169,221462,457889707,418508,RUNNING
root.sjyy_dm,daua,application_1529601806040_153981,"insert overwrite tabl...n,a.month_id,be_prov(Stage-11)",2018-06-25 11:55:45,1970-01-01 08:00:00,1009,1550897,3177268462,1703530,RUNNING
root.credit_ct,credit_ct,application_1529601806040_152542,"CREATE TABLE TEMP_CRE...,
t2.day_id,
t1.flag(Stage-1)",2018-06-25 12:17:10,1970-01-01 08:00:00,2360,881739,1818804104,719074,RUNNING
root.dpiq,dpiq,application_1529601806040_154921,TS-IndexLoader-20180625002@dpiq_db.dpi_aggregation_431,2018-06-25 12:24:42,1970-01-01 08:00:00,1097,76618,237360015,267472,RUNNING
root.hjpt,hjpt,application_1529601806040_149338,clean:anhui_itf_4gdpi_mbl_20180625_09 DPI,2018-06-25 12:23:19,1970-01-01 08:00:00,1073,153303,472627168,350312,RUNNING
root.dpiq,dpiq,application_1529601806040_155113,TS-IndexLoader-2018062511@dpiq_db.dpi_951,2018-06-25 12:30:19,1970-01-01 08:00:00,1164,7146,22537359,231299,RUNNING
root.hjpt,hjpt,application_1529601806040_149338,clean:anhui_itf_4gdpi_mbl_20180625_09 DPI,2018-06-25 12:23:19,1970-01-01 08:00:00,1007,472542,1453027585,650742,RUNNING
