queue,user,id,name,started_time,finished_time,cpu_average,cpu_seconds,memory_seconds,time_elapsed,finalStatus
root.sjyy_dm,daua,application_1529601806040_197856,'mid_family_Circle_call_info_m_201805_837',2018-06-25 23:58:03,1970-01-01 08:00:00,1352,130197,402104059,295060,RUNNING
root.hjpt,hjpt,application_1529601806040_182289,clean:sichuan_itf_4gdpi_mbl_20180625_20 DPI,2018-06-25 23:51:16,1970-01-01 08:00:00,1271,627678,1929724654,701928,RUNNING
root.credit_ct,credit_ct,application_1529601806040_168361,--------------汇总、本月ap...1.accs_nbr=t4.msisdn(Stage-1),2018-06-25 17:21:16,1970-01-01 08:00:00,2058,13064694,26868473452,24402411,RUNNING
root.credit_ct,credit_ct,application_1529601806040_168361,--------------汇总、本月ap...1.accs_nbr=t4.msisdn(Stage-1),2018-06-25 17:21:16,1970-01-01 08:00:00,2768,13717486,28212337174,24702851,RUNNING
root.credit_ct,credit_ct,application_1529601806040_168361,--------------汇总、本月ap...1.accs_nbr=t4.msisdn(Stage-1),2018-06-25 17:21:16,1970-01-01 08:00:00,1972,14414271,29648589209,25003265,RUNNING
root.dpiq,dpiq,application_1529601806040_198638,TS-IndexLoader-2018062522@dpiq_db.dpi_371,2018-06-26 00:13:46,1970-01-01 08:00:00,1198,6786,19577120,253539,RUNNING
root.credit_ct,credit_ct,application_1529601806040_168361,--------------汇总、本月ap...1.accs_nbr=t4.msisdn(Stage-1),2018-06-25 17:21:16,1970-01-01 08:00:00,2386,15105180,31072731969,25303679,RUNNING
root.credit_ct,credit_ct,application_1529601806040_168361,--------------汇总、本月ap...1.accs_nbr=t4.msisdn(Stage-1),2018-06-25 17:21:16,1970-01-01 08:00:00,2739,15829617,32566573176,25604100,RUNNING
root.hjtest.hjstandard,hjtest,application_1529601806040_199168,DPI_SER_2_811,2018-06-26 00:22:56,1970-01-01 08:00:00,1147,78639,162238535,304497,RUNNING
root.credit_ct,credit_ct,application_1529601806040_168361,--------------汇总、本月ap...1.accs_nbr=t4.msisdn(Stage-1),2018-06-25 17:21:16,1970-01-01 08:00:00,2962,16706526,34372626668,25904541,RUNNING
root.credit_ct,credit_ct,application_1529601806040_168361,--------------汇总、本月ap...1.accs_nbr=t4.msisdn(Stage-1),2018-06-25 17:21:16,1970-01-01 08:00:00,1861,17402589,35808289433,26205066,RUNNING
root.hjpt,hjpt,application_1529601806040_183016,clean:sichuan_itf_4gdpi_mbl_20180614_10 DPI,2018-06-26 00:32:22,1970-01-01 08:00:00,1518,101615,314433889,339898,RUNNING
root.dpiq,dpiq,application_1529601806040_199514,TS-IndexLoader-2018062517@dpiq_db.dpi_28,2018-06-26 00:31:56,1970-01-01 08:00:00,1023,55560,120012817,365034,RUNNING
root.hjtest.hjstandard,hjtest,application_1529601806040_198353,'MID_FIX_DPI_USER_SUM_H_D_20180623',2018-06-26 00:07:26,1970-01-01 08:00:00,1010,363956,918657913,1834959,RUNNING
root.credit_ct,credit_ct,application_1529601806040_168361,--------------汇总、本月ap...1.accs_nbr=t4.msisdn(Stage-1),2018-06-25 17:21:16,1970-01-01 08:00:00,1993,18124449,37293201747,26505561,RUNNING
root.hjpt,hjpt,application_1529601806040_183016,clean:sichuan_itf_4gdpi_mbl_20180614_10 DPI,2018-06-26 00:32:22,1970-01-01 08:00:00,1516,557299,1713969607,640388,RUNNING
root.credit_ct,credit_ct,application_1529601806040_168361,--------------汇总、本月ap...1.accs_nbr=t4.msisdn(Stage-1),2018-06-25 17:21:16,1970-01-01 08:00:00,1998,18716229,38515509503,26806203,RUNNING
root.hjpt,hjpt,application_1529601806040_197745,clean:sichuan_itf_4gdpi_mbl_20180614_11 Warn DPI,2018-06-26 00:40:15,1970-01-01 08:00:00,1559,135101,417173822,467506,RUNNING
