queue,user,id,name,started_time,finished_time,cpu_average,cpu_seconds,memory_seconds,time_elapsed,finalStatus
root.hjdq,hjdq,application_1529601806040_256439,CHECK_TASK_bil01_BIL_DB.ITG_OTH_CDR_H_task_b9b8d006-7958-11e8-b4e3-18c58a10ad18_35_20180625_0,2018-06-26 23:52:58,1970-01-01 08:00:00,1710,132443,273233906,720652,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,1414,51915,107778656,952531,RUNNING
root.credit_ct,credit_ct,application_1529601806040_255297,CREATE TABLE TEMP_CREDIT_C...t.tmp263201=0))(Stage-1),2018-06-26 23:23:51,1970-01-01 08:00:00,1027,5313823,10948787251,2467767,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,2054,713026,1471257727,1252873,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,3797,1487653,3068450581,1553214,RUNNING
root.hjtest.hjstandard,hjtest,application_1529601806040_256363,'MID_FIX_DPI_USER_SUM_H_D_20180624',2018-06-26 23:52:42,1970-01-01 08:00:00,1010,349315,834469448,1337342,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,2025,2333467,4811789757,1853565,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,1732,3038663,6266002398,2153902,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,3626,3862318,7965963507,2454243,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,3517,4889025,10081222789,2754607,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,3367,5887211,12134477608,3054993,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,2641,6656510,13719162704,3355389,RUNNING
root.hjpt,hjpt,application_1529601806040_256472,clean:sichuan_itf_4gdpi_mbl_20180619_13 Warn DPI,2018-06-27 00:43:44,1970-01-01 08:00:00,1613,331986,1023049963,378460,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,1299,7198344,14833493460,3656042,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,1699,8371341,17243366397,4258089,RUNNING
root.hjpt,hjpt,application_1529601806040_252943,clean:sichuan_itf_4gdpi_mbl_20180626_21 DPI,2018-06-27 00:53:01,1970-01-01 08:00:00,1505,203692,627924489,422815,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,2685,9203593,18956522497,4558565,RUNNING
root.hjpt,hjpt,application_1529601806040_252943,clean:sichuan_itf_4gdpi_mbl_20180626_21 DPI,2018-06-27 00:53:01,1970-01-01 08:00:00,1504,655187,2014615840,723291,RUNNING
root.hjpt,hjpt,application_1529601806040_252943,clean:sichuan_itf_4gdpi_mbl_20180626_21 DPI,2018-06-27 00:53:01,1970-01-01 08:00:00,1267,1093429,3360611099,1023794,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,1140,9893840,20378571750,4859070,RUNNING
root.credit_ct,credit_ct,application_1529601806040_256302,--------------汇总、本月ap...1.accs_nbr=t2.msisdn(Stage-1),2018-06-26 23:49:06,1970-01-01 08:00:00,2145,10370786,21364304839,5159627,RUNNING
