queue,user,id,name,started_time,finished_time,cpu_average,cpu_seconds,memory_seconds,time_elapsed,finalStatus
root.hjpt,hjpt,application_1528978566586_345741,clean:sichuan_itf_4gdpi_mbl_20180620_11 Warn DPI,2018-06-20 23:49:14,1970-01-01 08:00:00,2711,696519,2143835019,689511,RUNNING
root.credit_ct,credit_ct,application_1528978566586_345575,"CREATE TABLE TEMP_CRE...,
t2.day_id,
t1.flag(Stage-1)",2018-06-20 23:48:00,1970-01-01 08:00:00,1192,1028638,2117242947,763598,RUNNING
root.credit_ct,credit_ct,application_1528978566586_345562,"CREATE TABLE TEMP_CRE...,
t2.day_id,
t1.flag(Stage-1)",2018-06-20 23:48:57,1970-01-01 08:00:00,3512,520806,1073485532,1007098,RUNNING
root.hjpt,hjpt,application_1528978566586_345741,clean:sichuan_itf_4gdpi_mbl_20180620_11 Warn DPI,2018-06-20 23:49:14,1970-01-01 08:00:00,2202,1443017,4436674987,989866,RUNNING
root.hjpt,hjpt,application_1528978566586_343349,clean:sichuan_itf_4gdpi_mbl_20180620_20 DPI,2018-06-20 23:57:58,1970-01-01 08:00:00,1326,208356,641961882,466564,RUNNING
root.sjyy_dm,daua,application_1528978566586_345772,'mid_family_Circle_call_info_m_201805_831',2018-06-20 23:50:48,1970-01-01 08:00:00,1051,195889,604075551,896257,RUNNING
root.hjpt,hjpt,application_1528978566586_345741,clean:sichuan_itf_4gdpi_mbl_20180620_11 Warn DPI,2018-06-20 23:49:14,1970-01-01 08:00:00,1793,2051965,6307027338,1290202,RUNNING
root.credit_ct,credit_ct,application_1528978566586_346945,create table temp_fym_tonghua_voice...msisdn(Stage-1),2018-06-21 00:03:32,1970-01-01 08:00:00,1396,121247,250570159,432466,RUNNING
root.hjpt,hjpt,application_1528978566586_343349,clean:sichuan_itf_4gdpi_mbl_20180620_20 DPI,2018-06-20 23:57:58,1970-01-01 08:00:00,1326,606583,1865089045,766900,RUNNING
root.sjyy_dm,daua,application_1528978566586_346552,mid_user_intimacy_score_m_201805',2018-06-21 00:02:11,1970-01-01 08:00:00,1249,279284,573402494,513865,RUNNING
root.credit_ct,credit_ct,application_1528978566586_347120,create table temp_fym_tonghua_voice...msisdn(Stage-1),2018-06-21 00:13:28,1970-01-01 08:00:00,1427,15664,33518766,136713,RUNNING
root.hjpt,hjpt,application_1528978566586_345741,clean:sichuan_itf_4gdpi_mbl_20180620_11 Warn DPI,2018-06-20 23:49:14,1970-01-01 08:00:00,1423,2426373,7458962163,1890916,RUNNING
root.dpiq,dpiq,application_1528978566586_347209,TS-IndexLoader-20180620005@dpiq_db.dpi_aggregation_991,2018-06-21 00:17:41,1970-01-01 08:00:00,1342,38957,121559216,183699,RUNNING
root.sjyy_dm,daua,application_1528978566586_346552,mid_user_intimacy_score_m_201805',2018-06-21 00:02:11,1970-01-01 08:00:00,1089,421310,865278190,1114579,RUNNING
root.credit_ct,credit_ct,application_1528978566586_347338,create table temp_fym_tonghua_voice...msisdn(Stage-1),2018-06-21 00:24:23,1970-01-01 08:00:00,1435,3523,8697257,82632,RUNNING
root.hjpt,hjpt,application_1528978566586_346893,clean:guizhou_itf_4gdpi_mbl_20180613_01 Comm DPI,2018-06-21 00:28:42,1970-01-01 08:00:00,1212,11827,38071527,123630,RUNNING
root.hjpt,hjpt,application_1528978566586_346757,roam:itf_4gdpi_mbl_anhui_20180620_02-roam,2018-06-21 00:30:05,1970-01-01 08:00:00,1407,163809,505380685,341529,RUNNING
root.dpiq,dpiq,application_1528978566586_348974,TS-IndexLoader-20180620006@dpiq_db.dpi_aggregation_451,2018-06-21 00:48:34,1970-01-01 08:00:00,1173,43852,136008406,133343,RUNNING
root.sjyy_dm,daua,application_1528978566586_349019,'mid_family_Circle_call_info_m_201805_831',2018-06-21 00:51:56,1970-01-01 08:00:00,1616,241539,745529861,231724,RUNNING
root.dw,dw_etl,application_1528978566586_347429,HIVE-53b13023-fc06-48b2-8f7f-350f5222f7a1,2018-06-21 00:27:57,1970-01-01 08:00:00,1013,414142,3385198807,1971008,RUNNING
root.sjyy_dm,daua,application_1528978566586_349019,'mid_family_Circle_call_info_m_201805_831',2018-06-21 00:51:56,1970-01-01 08:00:00,1008,415115,1280175206,532141,RUNNING
root.credit_ct,credit_ct,application_1528978566586_347475,"create table temp_fym..._id
,day_id
,hour_id(Stage-1)",2018-06-21 01:01:00,1970-01-01 08:00:00,3423,323121,668317775,288747,RUNNING
root.dw,dw_etl,application_1528978566586_347429,HIVE-53b13023-fc06-48b2-8f7f-350f5222f7a1,2018-06-21 00:27:57,1970-01-01 08:00:00,1013,718248,5874678976,2271476,RUNNING
root.sjyy_dm,daua,application_1528978566586_347477,mid_user_intimacy_score_m_201805',2018-06-21 00:39:37,1970-01-01 08:00:00,1010,325420,668314149,1571322,RUNNING
root.dw,dw_etl,application_1528978566586_347429,HIVE-53b13023-fc06-48b2-8f7f-350f5222f7a1,2018-06-21 00:27:57,1970-01-01 08:00:00,1012,1022397,8364257069,2571956,RUNNING
root.credit_ct,credit_ct,application_1528978566586_348442,"create table temp_fym..._id
,day_id
,hour_id(Stage-1)",2018-06-21 01:12:11,1970-01-01 08:00:00,3698,426269,878656762,218242,RUNNING
root.dw,dw_etl,application_1528978566586_347429,HIVE-53b13023-fc06-48b2-8f7f-350f5222f7a1,2018-06-21 00:27:57,1970-01-01 08:00:00,1012,1326457,10853382042,2872389,RUNNING
root.credit_ct,credit_ct,application_1528978566586_348539,"create table temp_fym..._id
,day_id
,hour_id(Stage-1)",2018-06-21 01:17:09,1970-01-01 08:00:00,2689,405480,836978917,220503,RUNNING
root.dw,dw_etl,application_1528978566586_347429,HIVE-53b13023-fc06-48b2-8f7f-350f5222f7a1,2018-06-21 00:27:57,1970-01-01 08:00:00,1011,1630172,13339680730,3172753,RUNNING
root.dw,dw_etl,application_1528978566586_347429,HIVE-53b13023-fc06-48b2-8f7f-350f5222f7a1,2018-06-21 00:27:57,1970-01-01 08:00:00,1011,1933848,15825425679,3473093,RUNNING
root.hjtest.hjstandard,hjtest,application_1528978566586_349303,'MID_FIX_DPI_USER_SUM_H_D_20180618',2018-06-21 01:05:02,1970-01-01 08:00:00,1010,479012,1208057831,1247960,RUNNING
root.dw,dw_etl,application_1528978566586_347429,HIVE-53b13023-fc06-48b2-8f7f-350f5222f7a1,2018-06-21 00:27:57,1970-01-01 08:00:00,1011,2237471,18310938859,3773469,RUNNING
root.dw,dw_etl,application_1528978566586_347429,HIVE-53b13023-fc06-48b2-8f7f-350f5222f7a1,2018-06-21 00:27:57,1970-01-01 08:00:00,1009,2541135,20796522837,4073917,RUNNING
root.hjpt,hjpt,application_1528978566586_344634,clean:sichuan_itf_4gdpi_mbl_20180620_21 DPI,2018-06-21 01:57:14,1970-01-01 08:00:00,1757,123757,382983827,218840,RUNNING
root.hjpt,hjpt,application_1528978566586_344634,clean:sichuan_itf_4gdpi_mbl_20180620_21 DPI,2018-06-21 01:57:14,1970-01-01 08:00:00,1756,650770,2001655313,519190,RUNNING
root.hjpt,hjpt,application_1528978566586_344634,clean:sichuan_itf_4gdpi_mbl_20180620_21 DPI,2018-06-21 01:57:14,1970-01-01 08:00:00,1270,1155407,3551553473,819553,RUNNING
root.dpiq,dpiq,application_1528978566586_351555,TS-IndexLoader-2018062020@dpiq_db.dpi_20,2018-06-21 02:13:32,1970-01-01 08:00:00,1141,19856,42002392,142137,RUNNING
root.hjdq,hjdq,application_1528978566586_351443,CHECK_TASK_bil01_BIL_DB.ITG_OTH_CDR_H_task_a9c62c28-74b4-11e8-96a6-18c58a10ad18_35_20180619_0,2018-06-21 02:06:51,1970-01-01 08:00:00,1383,125777,259484506,843462,RUNNING
root.hjdq,hjdq,application_1528978566586_351413,CHECK_TASK_bil01_BIL_DB.ITG_OTH_CDR_H_task_8902bbdc-74b4-11e8-97a4-18c58a10ad18_34_20180619_0,2018-06-21 02:06:16,1970-01-01 08:00:00,1151,197404,407088095,878359,RUNNING
root.hjpt,hjpt,application_1528978566586_351041,clean:sichuan_itf_4gdpi_mbl_20180620_16 Warn DPI,2018-06-21 02:21:30,1970-01-01 08:00:00,1147,176494,544021326,264403,RUNNING
root.hjpt,hjpt,application_1528978566586_350909,clean:sichuan_itf_4gdpi_mbl_20180620_15 Warn DPI,2018-06-21 02:24:34,1970-01-01 08:00:00,1070,6814,22519154,80304,RUNNING
root.hjpt,hjpt,application_1528978566586_351208,clean:sichuan_itf_4gdpi_mbl_20180620_17 Warn DPI,2018-06-21 02:24:15,1970-01-01 08:00:00,1062,6727,22193637,99674,RUNNING
root.hjpt,hjpt,application_1528978566586_350909,clean:sichuan_itf_4gdpi_mbl_20180620_15 Warn DPI,2018-06-21 02:24:34,1970-01-01 08:00:00,1569,505697,1555922387,380624,RUNNING
root.hjpt,hjpt,application_1528978566586_351208,clean:sichuan_itf_4gdpi_mbl_20180620_17 Warn DPI,2018-06-21 02:24:15,1970-01-01 08:00:00,1351,465806,1433201651,399994,RUNNING
root.hjpt,hjpt,application_1528978566586_350829,clean:sichuan_itf_4gdpi_mbl_20180620_12 Warn DPI,2018-06-21 02:32:01,1970-01-01 08:00:00,1704,111102,343784798,234049,RUNNING
root.hjtest.hjstandard,hjtest,application_1528978566586_351943,'DPI_RECOG_QUANGUO_D_20180620_834',2018-06-21 02:32:50,1970-01-01 08:00:00,1255,46585,96697762,185767,RUNNING
root.hjtest.hjstandard,hjtest,application_1528978566586_351822,'DPI_RECOG_QUANGUO_D_20180620_843',2018-06-21 02:28:54,1970-01-01 08:00:00,1205,552397,1134256734,421481,RUNNING
root.credit_ct,credit_ct,application_1528978566586_350440,"create table temp_fym..._id
,day_id
,hour_id(Stage-1)",2018-06-21 02:48:15,1970-01-01 08:00:00,2499,24296,52419472,161591,RUNNING
root.hjpt,hjpt,application_1528978566586_349952,roam:itf_4gdpi_mbl_shanxi1_20180620_01-combine,2018-06-21 02:44:45,1970-01-01 08:00:00,1519,265064,816570008,371549,RUNNING
root.hjpt,hjpt,application_1528978566586_351526,clean:guangdong_itf_4gdpi_mbl_20180613_01 Warn DPI,2018-06-21 02:43:20,1970-01-01 08:00:00,1292,252757,778259251,456641,RUNNING
root.credit_ct,credit_ct,application_1528978566586_350440,"create table temp_fym..._id
,day_id
,hour_id(Stage-1)",2018-06-21 02:48:15,1970-01-01 08:00:00,3998,1117852,2300846348,461900,RUNNING
root.hjtest.hjstandard,hjtest,application_1528978566586_352479,'DPI_RECOG_QUANGUO_D_20180620_851',2018-06-21 02:49:16,1970-01-01 08:00:00,1116,527815,1085160227,400637,RUNNING
root.credit_ct,credit_ct,application_1528978566586_350895,"create table temp_fym..._id
,day_id
,hour_id(Stage-1)",2018-06-21 02:56:58,1970-01-01 08:00:00,2245,36395,76838145,239096,RUNNING
