queue,user,id,name,started_time,finished_time,cpu_average,cpu_seconds,memory_seconds,time_elapsed,finalStatus
root.hjpt,hjpt,application_1528978566586_13241,crm:recover__prod_inst_20180525,2018-06-15 00:02:22,1970-01-01 08:00:00,1168,75204,155260716,389762,RUNNING
root.hjpt,hjpt,application_1528978566586_11197,crm:recover__ord_prod_inst_attr_20180613,2018-06-14 23:39:09,1970-01-01 08:00:00,1101,754896,1550543647,1782827,RUNNING
root.sjyy_dm,tata,application_1528978566586_14419,create table  tf_analysis_six_b...c.accs_nbr(Stage-2),2018-06-15 00:14:01,1970-01-01 08:00:00,1563,189166,388898916,592386,RUNNING
root.dpiq,dpiq,application_1528978566586_14387,TS-IndexLoader-2018061422@dpiq_db.dpi_23,2018-06-15 00:13:57,1970-01-01 08:00:00,1085,73734,207375358,596501,RUNNING
root.credit_ct,credit_ct,application_1528978566586_5844,"create table temp_com..._id
,day_id
,hour_id(Stage-1)",2018-06-14 23:20:08,1970-01-01 08:00:00,1438,1297233,2667600448,4125850,RUNNING
root.credit_ct,credit_ct,application_1528978566586_6216,"create table temp_com..._id
,day_id
,hour_id(Stage-1)",2018-06-14 23:27:02,1970-01-01 08:00:00,1245,1097861,2257626400,3711275,RUNNING
root.hjpt,hjpt,application_1528978566586_9864,clean:shandong_itf_4gdpi_mbl_20180614_22 DPI,2018-06-15 00:15:27,1970-01-01 08:00:00,1032,173962,536140318,806481,RUNNING
root.sjyy_dm,daua,application_1528978566586_15215,APP_DANK_IPTV_DPI_SUBSIDE_DATA_M_861_201805',2018-06-15 00:26:40,1970-01-01 08:00:00,1407,135507,278955744,433899,RUNNING
root.credit_ct,credit_ct,application_1528978566586_6216,"create table temp_com..._id
,day_id
,hour_id(Stage-1)",2018-06-14 23:27:02,1970-01-01 08:00:00,1067,1443816,2968579294,4011764,RUNNING
root.dpiq,dpiq,application_1528978566586_15572,TS-IndexLoader-2018061420@dpiq_db.dpi_311,2018-06-15 00:27:17,1970-01-01 08:00:00,1056,27457,57436920,396872,RUNNING
root.credit_ct,credit_ct,application_1528978566586_5844,"create table temp_com..._id
,day_id
,hour_id(Stage-1)",2018-06-14 23:20:08,1970-01-01 08:00:00,1052,1669050,3431512552,4426340,RUNNING
root.dpiq,dpiq,application_1528978566586_15891,TS-IndexLoader-20180614004@dpiq_db.dpi_aggregation_29,2018-06-15 00:32:43,1970-01-01 08:00:00,1053,33871,104192717,371744,RUNNING
root.sjyy_dm,daua,application_1528978566586_12799,'sum_yw_commcir_m_851_201805',2018-06-15 00:26:25,1970-01-01 08:00:00,1013,235260,483751036,749028,RUNNING
root.dpiq,dpiq,application_1528978566586_18479,TS-IndexLoader-20180614004@dpiq_db.dpi_aggregation_25,2018-06-15 00:51:14,1970-01-01 08:00:00,1138,16027,45989871,465581,RUNNING
root.credit_ct,credit_ct,application_1528978566586_18931,"----近二个月的通话日期
create table temp_compound...a(Stage-1)",2018-06-15 00:55:20,1970-01-01 08:00:00,1480,69960,144905300,519966,RUNNING
root.sjyy_dm,daua,application_1528978566586_15179,'sum_yw_commcir_m_844_201805',2018-06-15 00:52:03,1970-01-01 08:00:00,1036,153389,316125534,717142,RUNNING
root.credit_ct,credit_ct,application_1528978566586_14807,CREATE TABLE TEMP_CREDIT_CHEAT_DAY...t2.RN=2(Stage-1),2018-06-15 00:59:07,1970-01-01 08:00:00,1801,376621,776322328,593287,RUNNING
root.sjyy_dm,tata,application_1528978566586_19300,create table  tf_analysis_six_b...c.accs_nbr(Stage-3),2018-06-15 00:58:18,1970-01-01 08:00:00,1013,297160,611639856,643085,RUNNING
root.dpiq,dpiq,application_1528978566586_20563,TS-IndexLoader-2018061420@dpiq_db.dpi_20,2018-06-15 01:13:49,1970-01-01 08:00:00,1050,67948,140498165,313341,RUNNING
root.sjyy_dm,daua,application_1528978566586_16533,'sum_yw_commcir_m_841_201805',2018-06-15 01:09:55,1970-01-01 08:00:00,1010,145801,300499322,547433,RUNNING
root.sjyy_dm,daua,application_1528978566586_18245,'sum_yw_commcir_m_853_201805',2018-06-15 01:20:37,1970-01-01 08:00:00,1458,151297,312310690,507825,RUNNING
root.credit_ct,credit_ct,application_1528978566586_14819,CREATE TABLE TEMP_CREDIT_CHEAT_DAY...t2.RN=2(Stage-1),2018-06-15 00:59:49,1970-01-01 08:00:00,1115,615898,1267731887,1755530,RUNNING
root.credit_ct,credit_ct,application_1528978566586_14723,CREATE TABLE TEMP_CREDIT_CHEAT_DAY...t2.RN=2(Stage-1),2018-06-15 00:59:56,1970-01-01 08:00:00,1054,572312,1178080190,1748994,RUNNING
root.credit_ct,credit_ct,application_1528978566586_14723,CREATE TABLE TEMP_CREDIT_CHEAT_DAY...t2.RN=2(Stage-1),2018-06-15 00:59:56,1970-01-01 08:00:00,1003,843527,1737596353,2049908,RUNNING
root.hjpt,hjpt,application_1528978566586_9863,clean:sichuan_itf_4gdpi_mbl_20180614_22 DPI,2018-06-15 01:34:22,1970-01-01 08:00:00,1603,118987,367997308,284001,RUNNING
root.dpiq,dpiq,application_1528978566586_22871,TS-IndexLoader-20180614001@dpiq_db.dpi_aggregation_20,2018-06-15 01:35:10,1970-01-01 08:00:00,1168,14279,44022992,235742,RUNNING
root.credit_ct,credit_ct,application_1528978566586_14723,CREATE TABLE TEMP_CREDIT_CHEAT_DAY...t2.RN=2(Stage-1),2018-06-15 00:59:56,1970-01-01 08:00:00,1116,1099848,2265939795,2350427,RUNNING
root.hjpt,hjpt,application_1528978566586_9863,clean:sichuan_itf_4gdpi_mbl_20180614_22 DPI,2018-06-15 01:34:22,1970-01-01 08:00:00,1577,595352,1830991273,585216,RUNNING
root.hjpt,hjpt,application_1528978566586_14814,clean:anhui_itf_4gdpi_mbl_20180614_23 DPI,2018-06-15 01:42:48,1970-01-01 08:00:00,1115,127315,392556402,379345,RUNNING
root.credit_ct,credit_ct,application_1528978566586_20373,CREATE TABLE TEMP_CREDIT_CHEAT_DAY...t2.RN=2(Stage-1),2018-06-15 01:48:03,1970-01-01 08:00:00,1996,230549,475941529,365190,RUNNING
root.credit_ct,credit_ct,application_1528978566586_20373,CREATE TABLE TEMP_CREDIT_CHEAT_DAY...t2.RN=2(Stage-1),2018-06-15 01:48:03,1970-01-01 08:00:00,1964,1184955,2436233621,665724,RUNNING
root.credit_ct,credit_ct,application_1528978566586_20373,CREATE TABLE TEMP_CREDIT_CHEAT_DAY...t2.RN=2(Stage-1),2018-06-15 01:48:03,1970-01-01 08:00:00,1726,1719554,3535059289,966269,RUNNING
root.credit_ct,credit_ct,application_1528978566586_22424,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 02:11:43,1970-01-01 08:00:00,3922,588095,1210460904,447218,RUNNING
root.sjyy_dm,daua,application_1528978566586_23453,'mid_family_circle_consame_num_m_201805_845',2018-06-15 02:05:10,1970-01-01 08:00:00,1013,273662,625138112,840427,RUNNING
root.credit_ct,credit_ct,application_1528978566586_22424,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 02:11:43,1970-01-01 08:00:00,3044,1611238,3312790143,747595,RUNNING
root.hjpt,hjpt,application_1528978566586_14800,clean:sichuan_itf_4gdpi_mbl_20180614_23 DPI,2018-06-15 02:26:39,1970-01-01 08:00:00,1417,356280,1096275441,452673,RUNNING
root.sjyy_dm,daua,application_1528978566586_27527,'mid_family_circle_consame_num_m_201805_845',2018-06-15 02:22:04,1970-01-01 08:00:00,1010,248369,685946216,728314,RUNNING
root.sjyy_dm,daua,application_1528978566586_27508,'mid_family_circle_consame_num_m_201805_844',2018-06-15 02:21:55,1970-01-01 08:00:00,1010,324227,915802691,737024,RUNNING
root.hjpt,hjpt,application_1528978566586_14800,clean:sichuan_itf_4gdpi_mbl_20180614_23 DPI,2018-06-15 02:26:39,1970-01-01 08:00:00,1243,781784,2403235813,753043,RUNNING
root.sjyy_dm,daua,application_1528978566586_28328,'mid_family_circle_consame_num_m_201805_850',2018-06-15 02:32:14,1970-01-01 08:00:00,1027,98651,238945344,418441,RUNNING
root.sjyy_dm,daua,application_1528978566586_25561,'sum_yw_commcir_m_862_201805',2018-06-15 02:32:09,1970-01-01 08:00:00,1017,113228,233866729,422913,RUNNING
root.credit_ct,credit_ct,application_1528978566586_29228,"----近二个月的夜间通话时长
create table temp_c...msisdn(Stage-1)",2018-06-15 02:41:38,1970-01-01 08:00:00,2065,18366,39653092,154266,RUNNING
root.sjyy_dm,daua,application_1528978566586_28328,'mid_family_circle_consame_num_m_201805_850',2018-06-15 02:32:14,1970-01-01 08:00:00,1010,399284,1162109609,718952,RUNNING
root.credit_ct,credit_ct,application_1528978566586_25252,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 02:43:13,1970-01-01 08:00:00,1904,404892,833309334,360349,RUNNING
root.hjtest.hjstandard,hjtest,application_1528978566586_27744,'MID_FIX_DPI_USER_SUM_H_D_20180612',2018-06-15 02:26:35,1970-01-01 08:00:00,1063,233610,494140613,1358531,RUNNING
root.credit_ct,credit_ct,application_1528978566586_25252,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 02:43:13,1970-01-01 08:00:00,2669,1244598,2560014141,660654,RUNNING
root.credit_ct,credit_ct,application_1528978566586_29228,"----近二个月的夜间通话时长
create table temp_c...msisdn(Stage-1)",2018-06-15 02:41:38,1970-01-01 08:00:00,1010,311655,641530540,754962,RUNNING
root.credit_ct,credit_ct,application_1528978566586_25874,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 02:54:11,1970-01-01 08:00:00,1442,243907,503023660,303174,RUNNING
root.sjyy_dm,daua,application_1528978566586_29927,'mid_family_circle_consame_num_m_201805_851',2018-06-15 02:48:43,1970-01-01 08:00:00,1011,170770,449973025,630874,RUNNING
root.credit_ct,credit_ct,application_1528978566586_26318,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 02:55:34,1970-01-01 08:00:00,1960,378088,779112585,519786,RUNNING
root.credit_ct,credit_ct,application_1528978566586_25874,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 02:54:11,1970-01-01 08:00:00,1908,880365,1811259254,603535,RUNNING
root.dw,dw_etl,application_1528978566586_30742,HIVE-f6b9ac96-95f2-4d45-b853-98bc45e7abda,2018-06-15 03:00:56,1970-01-01 08:00:00,2352,420940,864375118,498880,RUNNING
root.credit_ct,credit_ct,application_1528978566586_26318,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 02:55:34,1970-01-01 08:00:00,1931,943528,1942189733,820197,RUNNING
root.credit_ct,credit_ct,application_1528978566586_25874,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 02:54:11,1970-01-01 08:00:00,1805,1406814,2894438853,903944,RUNNING
root.credit_ct,credit_ct,application_1528978566586_30600,"----近二个月的夜间通话时长
create table temp_c...msisdn(Stage-1)",2018-06-15 02:59:05,1970-01-01 08:00:00,1028,214994,442494370,909512,RUNNING
root.sjyy_dm,daua,application_1528978566586_28644,'sum_yw_commcir_m_846_201805',2018-06-15 03:06:43,1970-01-01 08:00:00,1036,215992,444374108,752400,RUNNING
root.credit_ct,credit_ct,application_1528978566586_31880,"----近三个月的夜间通话时长
create table temp_c...msisdn(Stage-1)",2018-06-15 03:20:42,1970-01-01 08:00:00,1725,58558,121727959,213564,RUNNING
root.hjpt,hjpt,application_1528978566586_22084,clean:anhui_itf_4gdpi_mbl_20180615_00 DPI,2018-06-15 03:14:41,1970-01-01 08:00:00,1263,257400,792483171,574802,RUNNING
root.credit_ct,credit_ct,application_1528978566586_28662,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 03:26:08,1970-01-01 08:00:00,3919,144560,300210247,188633,RUNNING
root.hjpt,hjpt,application_1528978566586_22084,clean:anhui_itf_4gdpi_mbl_20180615_00 DPI,2018-06-15 03:14:41,1970-01-01 08:00:00,1103,623731,1917520481,875162,RUNNING
root.credit_ct,credit_ct,application_1528978566586_28662,"CREATE TABLE TEMP_CRE...
t.prov_id,
t.day_id(Stage-1)",2018-06-15 03:26:08,1970-01-01 08:00:00,3639,1227391,2523680450,488988,RUNNING
root.credit_ct,credit_ct,application_1528978566586_32984,"----近三个月的夜间通话时长
create table temp_c...msisdn(Stage-1)",2018-06-15 03:40:45,1970-01-01 08:00:00,1598,28007,58940991,212657,RUNNING
